tense,dataset,num_words,sentence_id,theme,numerosity,structure,sentence,audio_filename
present,naturalistic,9,nat_19586,art,singular,independent,Does he paint when he feels sad or happy?,nat_19586.wav
past,naturalistic,10,nat_06969,nature,singular,independent,Did the bird not sing when the sun had set?,nat_06969.wav
past,naturalistic,9,nat_11903,shopping,singular,independent,Wasn't the discount available when you made the purchase?,nat_11903.wav
present,naturalistic,10,nat_04104,sport,plural,dependent,Are the girls playing volleyball going to win the tournament?,nat_04104.wav
present,naturalistic,9,nat_05749,shopping,singular,independent,Can I buy this if I don't have cash?,nat_05749.wav
future,naturalistic,9,nat_15650,transport,singular,simple,Will he not be able to fix the bike?,nat_15650.wav
present,naturalistic,10,nat_19456,relationship,singular,preposition,Is the kid in front of me not your son?,nat_19456.wav
future,naturalistic,8,nat_10746,science,plural,simple,The researchers will develop new medicines using nanotechnology,nat_10746.wav
future,naturalistic,11,nat_04178,science,plural,independent,New computers will be fast but old ones will be slow,nat_04178.wav
present,naturalistic,11,nat_13796,science,plural,independent,People prefer laptops when they need to work from home efficiently,nat_13796.wav
past,naturalistic,9,nat_10644,food,plural,preposition,The women in my family used to bake cakes,nat_10644.wav
present,naturalistic,8,nat_02929,food,singular,dependent,Is the tea that she is drinking hot?,nat_02929.wav
present,naturalistic,10,nat_01147,humanity,plural,independent,Students read books on economics so they understand it better,nat_01147.wav
future,naturalistic,11,nat_12248,sport,plural,dependent,Will the boxers who have been training with coaches become champions?,nat_12248.wav
future,naturalistic,11,nat_16541,science,singular,preposition,Will the robot next to you be able to learn math?,nat_16541.wav
past,naturalistic,10,nat_13806,housing,plural,preposition,The trees in front of our house were very tall,nat_13806.wav
past,naturalistic,9,nat_07682,food,plural,independent,Were the athletes drinking water because they were thirsty?,nat_07682.wav
future,naturalistic,10,nat_06706,humanity,plural,dependent,The organizations that provide aid will help people in need,nat_06706.wav
future,naturalistic,8,nat_02549,sport,singular,simple,The athlete will break the record next year,nat_02549.wav
present,naturalistic,5,nat_11701,relationship,singular,simple,His brother is not married,nat_11701.wav
future,naturalistic,11,nat_14693,sport,singular,dependent,The new bike that I bought will be used for racing,nat_14693.wav
future,naturalistic,10,nat_11449,nature,plural,dependent,The mountains that will be climbed will offer breathtaking views,nat_11449.wav
past,naturalistic,9,nat_07438,transport,plural,independent,The taxis were not available when we needed them,nat_07438.wav
present,naturalistic,9,nat_03242,weather,singular,preposition,A big storm is coming over the mountain now,nat_03242.wav
present,naturalistic,8,nat_12606,transport,plural,dependent,Passengers who travel alone do not get discounts,nat_12606.wav
past,naturalistic,10,nat_15337,health,singular,independent,Did she have a headache because she didn't drink water?,nat_15337.wav
present,naturalistic,11,nat_10029,health,plural,dependent,Are the elderly who live alone not being taken care of?,nat_10029.wav
present,naturalistic,9,nat_06624,emotion,plural,simple,Do athletes get anxious before a big competition starts?,nat_06624.wav
past,naturalistic,8,nat_02959,weather,singular,independent,Did the sun shine so brightly in summer?,nat_02959.wav
past,naturalistic,5,nat_18267,housing,singular,simple,I didn't buy the couch,nat_18267.wav
future,naturalistic,12,nat_10957,health,plural,dependent,The kids who eat nutritious food will grow up strong and healthy,nat_10957.wav
future,naturalistic,9,nat_02605,sport,singular,simple,Will the new player join our team next season?,nat_02605.wav
present,naturalistic,7,nat_06253,food,singular,dependent,Can you see what I am drinking?,nat_06253.wav
future,naturalistic,11,nat_05385,health,plural,preposition,The nurses at the hospital will provide excellent patient care always,nat_05385.wav
past,naturalistic,10,nat_02408,work,plural,dependent,They had been working on the project for several months,nat_02408.wav
past,naturalistic,11,nat_08657,art,plural,dependent,The sculptures that stood in the garden were made of stone,nat_08657.wav
present,naturalistic,9,nat_11223,humanity,plural,preposition,Are the dancers in the troupe performing cultural routines?,nat_11223.wav
present,naturalistic,9,nat_18009,transport,plural,independent,They are traveling to the beach when school ends,nat_18009.wav
past,naturalistic,11,nat_14644,emotion,singular,preposition,Did he not get angry at the person next to him?,nat_14644.wav
past,naturalistic,8,nat_03948,shopping,plural,simple,Did the managers not train their staff well?,nat_03948.wav
present,naturalistic,9,nat_08087,science,plural,independent,Do scientists conduct experiments when they have new ideas?,nat_08087.wav
past,naturalistic,9,nat_13165,relationship,singular,dependent,He did not want his children to be lazy,nat_13165.wav
future,naturalistic,8,nat_05771,sport,plural,simple,Will the fans support their favorite teams loudly?,nat_05771.wav
present,naturalistic,7,nat_14120,basic,plural,preposition,Are the people behind us waiting too?,nat_14120.wav
present,naturalistic,10,nat_02935,housing,plural,independent,Do the tenants have to pay for repairs when needed?,nat_02935.wav
past,naturalistic,9,nat_15418,relationship,plural,simple,The family had lived in that house for decades,nat_15418.wav
present,naturalistic,11,nat_02026,food,plural,independent,Why do some people eat breakfast so they can focus better?,nat_02026.wav
past,naturalistic,8,nat_05140,work,plural,simple,The kids used to love going to school,nat_05140.wav
present,naturalistic,9,nat_11384,transport,singular,preposition,Does it take long to walk across the bridge?,nat_11384.wav
future,naturalistic,10,nat_03699,weather,plural,preposition,The farmers will be planting their crops in the spring,nat_03699.wav
past,naturalistic,9,nat_17331,science,singular,preposition,Did the robot next to me move by itself?,nat_17331.wav
present,naturalistic,7,nat_08140,health,plural,simple,Many people struggle with anxiety every day,nat_08140.wav
present,naturalistic,10,nat_12986,work,singular,independent,My mom works at home when my dad is away,nat_12986.wav
past,naturalistic,9,nat_08900,basic,singular,independent,Did your brother help you when you needed it?,nat_08900.wav
future,naturalistic,11,nat_11679,sport,singular,dependent,Is the team captain who will play tomorrow feeling better now?,nat_11679.wav
future,naturalistic,11,nat_01994,housing,plural,preposition,The rooms in the new building will not have big windows,nat_01994.wav
future,naturalistic,11,nat_19806,relationship,plural,preposition,Do the fathers of our friends work together in one office?,nat_19806.wav
future,naturalistic,7,nat_16945,weather,singular,preposition,The snow will start falling at midnight,nat_16945.wav
present,naturalistic,8,nat_05934,work,singular,preposition,My sister is not attending university this year,nat_05934.wav
present,naturalistic,5,nat_08958,basic,singular,simple,The flowers are blooming beautifully,nat_08958.wav
present,naturalistic,8,nat_07458,relationship,plural,preposition,The girls on the team are very athletic,nat_07458.wav
present,naturalistic,10,nat_16811,shopping,singular,independent,The product is good or they would not sell it,nat_16811.wav
future,naturalistic,10,nat_06045,shopping,plural,dependent,Can the employees who will work there give us advice?,nat_06045.wav
past,naturalistic,10,nat_04442,transport,plural,dependent,Were the buses that arrived late not delayed by traffic?,nat_04442.wav
past,naturalistic,10,nat_05183,humanity,plural,dependent,Were the games that they played at recess very competitive?,nat_05183.wav
past,naturalistic,9,nat_14778,humanity,plural,simple,Did they have a better understanding of the world?,nat_14778.wav
past,naturalistic,10,nat_12733,emotion,singular,independent,He was very nervous but he gave a great speech,nat_12733.wav
past,naturalistic,9,nat_14121,transport,singular,preposition,Had you been in a taxi before last night?,nat_14121.wav
present,naturalistic,6,nat_14549,housing,plural,simple,Do the electricians charge high prices?,nat_14549.wav
future,naturalistic,10,nat_07534,food,singular,dependent,She will eat the salad her mom prepared for dinner,nat_07534.wav
past,naturalistic,6,nat_16889,relationship,plural,simple,Were the siblings not getting along?,nat_16889.wav
past,naturalistic,9,nat_02937,nature,plural,independent,Were the cats hunting while the dogs were sleeping?,nat_02937.wav
future,naturalistic,8,nat_06063,housing,singular,preposition,Will the new house have a big backyard?,nat_06063.wav
past,naturalistic,9,nat_05421,basic,singular,independent,Did he bring flowers when he came to apologize?,nat_05421.wav
present,naturalistic,9,nat_07488,transport,singular,dependent,Can I rent a car that has a sunroof?,nat_07488.wav
past,naturalistic,8,nat_10210,emotion,plural,preposition,The girls in the class were not laughing,nat_10210.wav
future,naturalistic,11,nat_09199,health,plural,dependent,They will be studying the effects of meditation on mental health,nat_09199.wav
future,naturalistic,8,nat_06650,emotion,singular,simple,Does his future success bring him joy now?,nat_06650.wav
future,naturalistic,10,nat_08262,weather,plural,independent,We will go skiing when snow falls in the mountains,nat_08262.wav
past,naturalistic,7,nat_09270,relationship,singular,preposition,Wasn't the man standing behind his daughter?,nat_09270.wav
past,naturalistic,8,nat_05436,shopping,singular,preposition,Wasn't the store closed during the holiday season?,nat_05436.wav
past,naturalistic,7,nat_16578,basic,plural,simple,The babies were not crying loudly then,nat_16578.wav
past,naturalistic,9,nat_14803,weather,singular,dependent,Wasn't the storm that hit last night very strong?,nat_14803.wav
past,naturalistic,9,nat_02703,art,plural,preposition,The paintings on the wall were not for sale,nat_02703.wav
past,naturalistic,9,nat_02879,sport,singular,dependent,The team that lost the game was very disappointed,nat_02879.wav
present,naturalistic,7,nat_12806,art,singular,simple,Does she make money from her art?,nat_12806.wav
future,naturalistic,9,nat_13658,emotion,singular,dependent,I won't be excited about the party tomorrow night,nat_13658.wav
past,naturalistic,10,nat_16125,science,plural,dependent,Were the machines that they used in the lab accurate?,nat_16125.wav
future,naturalistic,9,nat_17414,food,singular,preposition,A bowl of cereal will be my breakfast tomorrow,nat_17414.wav
present,naturalistic,6,nat_05702,basic,plural,simple,The girls do not have breakfast,nat_05702.wav
present,naturalistic,9,nat_08735,science,plural,dependent,Do the programmers who write code not need coffee?,nat_08735.wav
past,naturalistic,7,nat_15242,food,plural,simple,The men had not eaten all day,nat_15242.wav
future,naturalistic,10,nat_08786,emotion,plural,dependent,Will the children who are afraid not want to sleep?,nat_08786.wav
past,naturalistic,10,nat_07346,nature,plural,dependent,Did the flowers that bloomed in the spring smell sweet?,nat_07346.wav
present,naturalistic,8,nat_12784,nature,singular,dependent,Doesn't the water that I drink taste good?,nat_12784.wav
present,naturalistic,9,nat_06301,science,singular,independent,Isn't the science experiment working because of a mistake?,nat_06301.wav
